asset_id,asset_type,department,section_id,location,criticality,condition_score,traffic_load,age_years,installation_date,last_maintenance_date
AST-S_A-0049,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0457,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0260,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0158,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0013,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0181,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0023,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0431,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0500,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0332,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0307,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0238,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0444,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0057,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0159,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0228,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0101,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0458,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0160,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0039,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0118,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0248,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0288,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0266,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0004,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0478,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0254,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0453,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0126,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0419,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0092,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0026,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0205,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0155,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0001,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0275,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0145,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0113,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0211,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0463,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0348,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0353,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0335,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0241,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0118,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0442,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0306,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0012,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0421,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0234,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0034,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0239,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0112,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0327,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0379,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0201,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0367,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0067,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0449,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0018,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0492,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0184,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0128,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0018,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0105,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0411,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0470,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0309,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0428,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0493,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0294,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0471,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0410,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0495,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0111,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0411,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0350,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0427,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0488,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0099,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0099,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0115,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0220,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0367,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0390,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0420,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0137,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0221,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0048,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0212,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0008,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0403,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0382,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0441,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0423,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0104,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0053,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0294,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0082,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0030,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0156,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0459,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0202,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0475,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0076,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0368,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0490,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0068,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0159,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0364,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0412,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0369,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0033,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0237,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0077,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0468,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0449,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0398,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0388,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0275,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0208,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0012,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0370,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0342,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0093,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0063,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0485,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0387,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0051,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0318,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0379,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0270,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0274,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0374,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0414,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0034,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0122,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0342,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0300,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0231,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0340,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0238,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0113,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0281,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0308,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0392,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0425,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0103,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0252,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0408,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0326,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0135,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0386,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0051,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0455,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0164,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0078,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0006,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0050,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0372,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0339,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0365,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0028,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0077,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0453,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0290,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0193,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0138,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0087,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0192,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0307,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0399,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0310,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0376,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0050,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0102,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0233,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0301,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0125,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0007,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0062,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0038,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0278,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0487,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0229,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
